979850509757554688,2018-03-31 00:39:00,9,@ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @,# # # #,# FF - # theCUBE guests from # IBM # Think2018 2/ @ cdclayton @ RaejeanneS @ danhernandezatx @ MichelleBB @ aaapte @ mary_glackin @ sbachstein @ moeabdula @ DineshNirmalIBM @ papasgbs @ matthewcandy @ cksanche @ gene_chao @ zoginstor @ Werner_Sam @ jennjshin @ nancykoppdw @ robdthomaspic.twitter.com/vnzEUbvTx9
979832550767153153,2018-03-30 23:27:39,4,,# #,We're excited to partner with # IBM on IBM Voice Gateway and # Watson offering. Learn more about it here: https://hubs.ly/H0bwJmr0 pic.twitter.com/RPydyGC5rM
979828613536153600,2018-03-30 23:12:00,7,@ @,# #,Did you hear about # IBM Cloud Hyper Protect family? With the capabilities of # IBMz developers can now gain easy access to industry-leading security capabilities to modernize applications via the @ IBMcloud. http://www.eweek.com/security/ibm-now-offering-cloud-based-security-for-mainframes … via @ eWEEKNews
979822069490823169,2018-03-30 22:46:00,10,@ @ @CazChurchUk @ @ @,# # #,"# IBM, partner of the @ Blockchaingers Hackathon introducing the following Jedi’s on site next week at yr disposal for any questions you might have to support yr # blockchain journey # bc1718 @ mrsimonstone @CazChurchUk @ laraplandsoen @ EdCig001 @ HansB001pic.twitter.com/2CtFCAzPlF"
979786339909431296,2018-03-30 20:24:01,20,@,#,How blockchain is reshaping the world of business # ibm @ businessinsiderhttp://www.businessinsider.com/sc/ibm-blockchain-business-2018-3 …
979783509270319104,2018-03-30 20:12:46,2,,# # # # #,gen-E featured in CIO Review: 50 Most Promising IBM Solution Providers - 2018; Run Networks at Peak Performance https://magazine.cioreview.com/magazines/March2018/IBM/ … # gen-e # IBM # ibmcloud # ITSM # ServiceManagementpic.twitter.com/rmMKGVnU1N
979771322057281537,2018-03-30 19:24:21,18,@,# # # # #,"In 2016, # IBM ‘ethical hackers’ conducted a # cyberattack to determine # BMS risks. They found that the same password was used in various levels of # security access — leaving the entire building vulnerable to their intrusion. http://bit.ly/2FVR1ug # smartbuildings @ RedAlertLabspic.twitter.com/ipE2Xyjt3F"
979768309104234496,2018-03-30 19:12:22,3,@ @,# #,Clear Technologies Wins IBM Global Financing Excellence Award at # IBM PartnerWorld at Think 2018 # Think2018 @ IBMPartners @ IBMFinancing http://ow.ly/4JbG30jeQwS pic.twitter.com/vDcGhhadla
979765196792020992,2018-03-30 19:00:00,65,,# # #,# IBM recently unveiled a new # innovation that will tie in with its # blockchain bet: the world's smallest computer https://www.fool.com/investing/2018/03/29/ibms-new-computer-is-how-small.aspx …
979744825338511361,2018-03-30 17:39:03,4,,# # # # # # # # # # # # # # # #,"Certainly, many # Nazi sympathizers/funders (ind’ls, # banksters & # corporations) were ALLOWED to go free. So whoever “won” WWII & charged w # Nuremberg # OperationPaperclip need public exposure # Ukraine # IBM # Bush # Royals # Netherlands # MI6 # IGFarben # Bayer # Rothschild # MAGA # Qanonpic.twitter.com/08xP3VYlwd"
979742656904474624,2018-03-30 17:30:26,7,,# #,IBM launches a cheaper platform for start-ups to build # blockchain projects https://cnb.cx/2HRbkIY # IBM pic.twitter.com/6DMgmkTFYu
979742600180715520,2018-03-30 17:30:13,34,,# # #,"# IBM created Simon, the world's first # smartphone, 25 years ago https://wef.ch/2tKCizW # technologypic.twitter.com/vD6q0fBrdI"
979735013729193989,2018-03-30 17:00:04,8,@,# # # # #,Join # Arrow and @ IBM Security at the # IBM Southbank Client centre on the 11th April to hear about new security integrations that will help you generate more revenue! https://www.arrowecs.co.uk/resources/events/get-threat-smart/ … # GetThreatSmart # Security # Revenuepic.twitter.com/r5giDKOtZq
979734814948511744,2018-03-30 16:59:17,7,,# # #,# PSL # PhotonStar Develops IoT-Cloud using # IBM Platform http://ledworldmag.com/case/photonstar-develops-iot-cloud-using-ibm-platform/ …pic.twitter.com/QaDLhs0n2V
979708731242971136,2018-03-30 15:15:38,8,@,# # #,I went to IBM Think and this is what happened! @ soccnx # IBM # think2018 # IBMChampion http://maria.nordin.earth/ibm-think-through-marias-eyes/ …
